Step Number,Energy per particle,Pressure
0, -6.031633950769114, 3.783449794761054
10000, -6.098706078167131, 3.515115114334243
20000, -6.105951884775169, 3.4520914866094428
30000, -6.123488775307539, 3.3411916077152024
40000, -6.102502405352166, 3.50984055536425
50000, -6.145185980748135, 3.2679937328331596
60000, -6.072121615679921, 3.601022760549521
70000, -6.124588164135744, 3.4093573687108267
80000, -6.227284961371486, 2.869768163243061
90000, -6.097597757309356, 3.4941872956971736
