Step Number,Energy per particle,Pressure
0, 13990539462.191227, 50365973484.65798
10000, 19.06277368577827, 107.97658003252053
20000, -3.5416886331076394, 16.26329346376696
30000, -5.176043717113379, 8.490481425970605
40000, -5.589061741998126, 6.372624201922884
50000, -5.838726193992435, 5.054503739218166
60000, -5.904240254156746, 4.664696117170888
70000, -5.975881032853881, 4.38044913317881
80000, -6.023893023660817, 4.090728533963095
90000, -6.0341676045168375, 3.986249959363018
